timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-22T11:20:28,llama3_debugger,618b1ac2-8174-4ce3-a602-441c78c14e99,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.985003250010775,7.929572071548015e-06,4.960632129707368e-07,0.0764,0.0122,3.0,2.748102995162125e-07,4.9045668180564675e-08,1.0790688993341369e-05,1.1114544961038144e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,15.225,0,86.90833333333335,9.178581237792969,N,1.0,0.0
2026-04-22T11:20:58,llama3_debugger,1133b909-d872-400d-80d9-a4949ade0221,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.891767791996244,7.265571958694279e-06,4.878918379723356e-07,0.0991,0.0,3.0,3.2565717711396505e-07,0.0,9.85818697915723e-06,1.0183844156271197e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,10.7,0,86.82727272727273,9.203557794744318,N,1.0,0.0
2026-04-22T11:21:23,llama3_debugger,54b8ceac-ef8e-4138-93cd-0aace6a26335,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13.078773000015644,6.1437480701808824e-06,4.6974957591002867e-07,0.0703999999999999,0.0139,3.0,1.9642981926610485e-07,4.4646184152824094e-08,8.370355173343948e-06,8.611431176762876e-06,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,8.959999999999999,0,86.25,9.206082153320311,N,1.0,0.0
2026-04-22T11:23:09,llama3_debugger,e29624f5-d1c0-40ea-862d-41633d95bfee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.036178167007165,5.152697847385453e-05,1.1972944780063365e-06,0.5129,3.196966666666666,3.0,5.101944303369622e-06,3.897873339553038e-05,2.8142503298343705e-05,7.222318099724368e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,17.297435897435896,0,87.8974358974359,9.19581291003105,N,1.0,0.0
2026-04-22T11:24:01,llama3_debugger,b4dd5756-40e2-4c5a-afef-96ca5b070d3b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,40.604317707999144,5.682287371645509e-05,1.3994293445610795e-06,0.5289,3.885366666666666,3.0,5.457066762323508e-06,4.793504060032549e-05,2.625410545166233e-05,7.964621281431133e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,11.21891891891892,0,87.1891891891892,9.089085346943625,N,1.0,0.0
2026-04-22T11:24:36,llama3_debugger,83af3b4e-1fe4-4720-91b5-b5ad020959c3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.312486832990544,3.428483506115085e-05,1.470663996799897e-06,1.04195,2.873,3.0,7.329696758869607e-06,2.6384019129700818e-05,1.4341883749172364e-05,4.805559963774279e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,17.035,0,87.72999999999999,9.182374572753906,N,1.0,0.0
2026-04-22T11:25:20,llama3_debugger,678ae665-0579-47b6-9a38-7bbc63048608,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0478147080284543,1.5361773815487633e-08,5.040258443212492e-09,0.3057,0.0490999999999999,3.0,9.561260191306547e-11,2.0767896899422336e-08,6.684375208957742e-10,2.1531947022231177e-08,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-22T11:26:45,llama3_debugger,5f8226c4-6528-4317-a2c0-0441ff76fba3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,22.90854458301328,3.133881055856204e-05,1.3679965763429515e-06,0.5714499999999999,2.77895,3.0,4.4004587206585645e-06,2.5512731094925087e-05,1.4013092187500051e-05,4.3926282003083705e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,18.00526315789474,0,87.34736842105262,9.15553845857319,N,1.0,0.0
2026-04-22T11:27:58,llama3_debugger,9d4129e2-0d3f-4002-a4b7-b03f865bf284,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.808830124995438,8.216121012250361e-06,5.197172053395528e-07,0.18,0.0591999999999999,3.0,6.385641728993504e-07,2.351657120556467e-07,1.0642458576670227e-05,1.1516188461625223e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,16.8,0,87.39166666666667,9.117355346679688,N,1.0,0.0
2026-04-22T11:28:24,llama3_debugger,5504421b-6909-4c09-8001-d450f73c8239,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.448516416014172,8.739617292306657e-06,5.008802515889244e-07,0.0618,0.0,3.0,2.472608279374302e-07,0.0,1.2002690173346006e-05,1.2249951001283437e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,8.035714285714286,0,86.82142857142857,9.088924952915736,N,1.0,0.0
2026-04-22T11:28:40,llama3_debugger,a3c6cc5c-5459-4109-85b6-e3596fed847d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.050437291996786,4.866473348426669e-06,4.403874000489722e-07,0.0645,0.0,3.0,1.435719945313031e-07,0.0,6.677557360841698e-06,6.821129355373001e-06,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,9.1,0,87.07142857142857,9.17838396344866,N,1.0,0.0
2026-04-22T11:29:51,llama3_debugger,f2057b12-cff6-49be-a20a-19f8fc3196b8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9.094014750007773,3.989805778470048e-06,4.387287560168778e-07,0.2337,0.0756,3.0,3.926614632833226e-07,1.5928891473583644e-07,5.040391215006821e-06,5.59234159302598e-06,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,17.45,0,87.3,9.079930623372396,N,1.0,0.0
2026-04-22T11:30:22,llama3_debugger,a662b14d-914d-4653-b3b1-f3c89fea11d0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.325340082985347,7.195943673744264e-06,5.023227115069407e-07,0.2213999999999999,0.0,3.0,6.932193156468565e-07,0.0,9.393029825829824e-06,1.008624914147668e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,15.090909090909092,0,87.58181818181818,9.160755504261363,N,1.0,0.0
2026-04-22T11:30:45,llama3_debugger,7ffa7a2f-d6f4-41d4-9dde-7be9a64e2545,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.822556208004244,7.367994442060379e-06,4.970798787109089e-07,0.1467999999999999,0.0,3.0,4.817890893523645e-07,0.0,9.845616319168282e-06,1.0327405408520649e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,10.136363636363637,0,87.2090909090909,9.126592462713068,N,1.0,0.0
2026-04-22T11:32:43,llama3_debugger,715f4755-62a8-45fe-8f82-87369afb8ca0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.043066291982541,6.312003576713263e-09,2.0742248019188003e-09,0.2987000000000001,0.0084,3.0,4.977884439374774e-10,3.566146014646316e-09,4.783333327698832e-09,8.847267786282626e-09,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-04-22T11:34:58,llama3_debugger,c3afdcd2-4137-41e8-8c96-0efb6f05b0ad,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,42.74485758302035,7.021795700142772e-05,1.6427229138627564e-06,0.2233333333333333,5.4815000000000005,3.0,2.230796518745585e-06,6.826282922744245e-05,2.7927907360863174e-05,9.842153310705122e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,15.625641025641023,0,87.04358974358975,8.91105221479367,N,1.0,0.0
2026-04-22T11:35:42,llama3_debugger,949a201b-b480-41d7-a3ae-d1eadd4b65cc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,27.49953929198091,5.0240942272943e-05,1.8269739627090289e-06,1.90995,4.0122,3.0,1.5769585396696237e-05,3.6799027143640984e-05,1.7851986041666045e-05,7.042059858200328e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,9.004166666666666,0,87.25,8.997020721435547,N,1.0,0.0
2026-04-22T11:36:14,llama3_debugger,5bbdaae8-032e-417a-a2c5-15f7c107e12e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.479403709003236,2.3323485716477428e-05,1.1973408459981495e-06,0.7754000000000001,0.0,3.0,6.494940776130683e-06,0.0,2.6196600243347347e-05,3.269154101947803e-05,0.0,India,IND,tamil nadu,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,77.0052,11.3214,16.0,machine,10.2625,0,87.7375,8.98836612701416,N,1.0,0.0
2026-04-22T16:35:58,llama3_debugger,717a6fea-3dd5-48bf-9ed4-c774e26bcb2b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28.598442499991506,4.026854629686076e-05,1.4080678098771538e-06,0.3234,3.9296999999999995,3.0,1.8264631638470085e-06,3.6022051603633464e-05,1.85941992016645e-05,5.6442713969144974e-05,0.0,India,IND,odisha,,,macOS-26.4.1-arm64-arm-64bit-Mach-O,3.14.2,3.2.6,8,Apple M3,1,Apple M3,85.8334,20.2706,16.0,machine,9.012,0,86.54,8.663338623046876,N,1.0,0.0
